,time,PQN
0,0.0,1.2194658806047252
1,0.25,0.9122874126745619
2,0.5,1.0017951570562886
3,0.75,0.9784803511314636
4,1.0,0.8694253940286789
5,1.5,0.9349409194106492
6,2.0,0.9577857352040404
7,3.0,1.0245696109689795
8,4.0,1.0709129365189038
9,5.0,1.0306303373872536
10,6.0,0.9609996336278509
11,7.0,0.9334202951890498
12,8.0,0.97757626016179
13,9.0,1.0326961430574544
14,10.0,0.9765129678551235
15,11.0,0.9676145797935641
16,12.0,1.0856436395948506
17,13.0,1.0898086896617585
18,14.0,0.9735025150432706
19,24.0,1.0179208605021177
