,time,PQN
0,0.0,1.1440895665669206
1,0.25,0.9761299591829484
2,0.5,1.1691795147353994
3,0.75,1.0320062681807394
4,1.0,0.7671125749845146
5,1.5,0.9356625936567085
6,2.0,1.057079005683191
7,3.0,1.3278761552063967
8,4.0,1.2813760231775668
9,5.0,0.8779266321802504
10,6.0,1.075134746489125
11,7.0,1.125433904692318
12,8.0,0.689825610128324
13,9.0,0.9723767151028756
14,10.0,0.959465384661816
15,11.0,1.0561534616448365
16,12.0,0.8224876677816085
17,13.0,0.993311152632375
18,14.0,0.7944557146358942
19,24.0,0.9559142286482596
