,time,PQN
0,0.0,0.9045526496215192
1,0.25,0.77015309020333
2,0.5,0.8307955966715024
3,0.75,0.7774289345227261
4,1.0,0.8170995845918914
5,1.5,0.9965659883752638
6,2.0,0.9269844060654078
7,3.0,1.1192102203266652
8,4.0,0.9915357773459565
9,5.0,0.9775414498603825
10,6.0,0.9939137389742405
11,7.0,1.0273775187071943
12,8.0,1.1338287033465728
13,9.0,0.9952623921951512
14,10.0,1.0840118747542202
15,11.0,1.1017820778524041
16,12.0,1.379576306081869
17,13.0,1.0806530958395326
18,14.0,1.00375310978333
19,24.0,1.0479594818259872
