,time,PQN
0,0.0,0.9699640608871225
1,0.25,0.796032010784868
2,0.5,0.9229258287088153
3,0.75,0.9768411973057739
4,1.0,0.8696313438189536
5,1.5,0.8917668035077246
6,2.0,1.0882288133368219
7,3.0,0.9493818199621251
8,4.0,1.2590423758314175
9,5.0,0.9639971154965636
10,6.0,0.9171463640999995
11,7.0,1.0644619073786035
12,8.0,1.0396713028568292
13,9.0,1.1095654380184055
14,10.0,1.0800513765654194
15,11.0,1.018925483835481
16,12.0,1.0486060207485517
17,13.0,1.196208839265077
18,14.0,1.0209729803705134
19,24.0,1.1041866766605168
