,time,PQN
0,0.0,0.6473498659971716
1,0.25,1.045656169551969
2,0.5,1.001493636934549
3,0.75,0.7170964115411733
4,1.0,0.8301464791447093
5,1.5,0.7774994972046155
6,2.0,0.995858333105365
7,3.0,0.9254296944618476
8,4.0,1.12576384701746
9,5.0,0.9510587830162509
10,6.0,1.1571212419132837
11,7.0,0.9627979405286258
12,8.0,1.2484049861623325
13,9.0,1.0409438546957825
14,10.0,1.0559676808632739
15,11.0,1.2693715151517961
16,12.0,0.9775773529238693
17,13.0,0.9586489153498352
18,14.0,1.4516837135981673
19,24.0,0.9602515448325444
