,time,PQN
0,0.0,1.0265898513159617
1,0.25,0.9364027065447937
2,0.5,0.9582992298214641
3,0.75,0.9743249853949834
4,1.0,0.95296510998541
5,1.5,1.0827433751897528
6,2.0,0.9642754268868081
7,3.0,0.9108524864694182
8,4.0,0.9467507707117289
9,5.0,1.0386045940885975
10,6.0,1.1343873022357345
11,7.0,0.9937877881331668
12,8.0,0.9914673771213918
13,9.0,0.967454221105989
14,10.0,1.016089810419254
15,11.0,1.0432649897868602
16,12.0,1.0356333970579383
17,13.0,0.9702499697020807
18,14.0,1.060502481058181
19,24.0,1.0364856231479402
