,time,PQN
0,0.0,1.0452075454465484
1,0.25,0.9162286793054475
2,0.5,1.0514428455997413
3,0.75,1.3312683094744053
4,1.0,1.1963667429020557
5,1.5,0.9563940616308282
6,2.0,1.162423909524737
7,3.0,0.8805415161621765
8,4.0,0.8552420969193657
9,5.0,0.9645749390024874
10,6.0,0.9160481367277635
11,7.0,1.032355465104863
12,8.0,1.020569369354328
13,9.0,0.7306921426447459
14,10.0,1.0983790757366816
15,11.0,1.0604683541770643
16,12.0,1.0425288363516256
17,13.0,1.1906532317915444
18,14.0,0.6621926823735589
19,24.0,0.8948720328217175
