,time,PQN
0,0.0,1.3271795327150133
1,0.25,1.205252240030683
2,0.5,1.1632238724279018
3,0.75,1.175591201109934
4,1.0,1.0321522037422388
5,1.5,1.0435553065534373
6,2.0,1.04891867578495
7,3.0,1.0358772450518987
8,4.0,0.9504003384463808
9,5.0,1.0845201526279857
10,6.0,1.03694369033984
11,7.0,0.9683770680004653
12,8.0,0.8931512444323572
13,9.0,1.1338811067653791
14,10.0,0.8851179254568247
15,11.0,0.6077626247006938
16,12.0,0.7106985789384642
17,13.0,0.8257707153606724
18,14.0,0.7524670661997206
19,24.0,0.7286562126462838
