,time,PQN
0,0.0,1.0355178701881753
1,0.25,0.9667747230715109
2,0.5,0.9240839376601904
3,0.75,1.1073111759156453
4,1.0,1.0199443338222454
5,1.5,1.1137843900885447
6,2.0,0.93016391535734
7,3.0,1.2439454961456353
8,4.0,1.1378802299775073
9,5.0,0.9591009538299949
10,6.0,1.1400856645623172
11,7.0,0.9981679088933993
12,8.0,1.0105184649132597
13,9.0,0.8851445686930512
14,10.0,0.906093409275331
15,11.0,0.8794375111372154
16,12.0,0.9820627578531496
17,13.0,0.9672991502974825
18,14.0,1.2929894391739025
19,24.0,0.9533768188033567
