,time,PQN
0,0.0,1.057402062510087
1,0.25,1.0501695572243714
2,0.5,0.7525438362230756
3,0.75,1.0577559532033474
4,1.0,1.0371203024995763
5,1.5,1.0396965789345012
6,2.0,0.9884122411773564
7,3.0,0.8461337173507797
8,4.0,0.9047259657966722
9,5.0,0.9930722983549599
10,6.0,0.927190945033096
11,7.0,1.0346735241380438
12,8.0,1.2432087262763662
13,9.0,1.0404609319764826
14,10.0,1.1407141267423397
15,11.0,0.9461518349813431
16,12.0,0.9125809926355328
17,13.0,1.0135705194036762
18,14.0,1.1558285730223294
19,24.0,0.8792747272436243
