,time,PQN
0,0.0,1.0137096416880185
1,0.25,1.0144150465131383
2,0.5,1.011213376860314
3,0.75,1.044395254073327
4,1.0,0.9248811715612739
5,1.5,0.9361563914652804
6,2.0,0.8420786713477711
7,3.0,1.0749271859773208
8,4.0,1.0046670076778133
9,5.0,0.9895860818647879
10,6.0,0.978686179563084
11,7.0,1.0448907696975698
12,8.0,1.005854222286449
13,9.0,1.0269613449494557
14,10.0,1.0030034198260935
15,11.0,1.0011044833161904
16,12.0,0.9251420121600974
17,13.0,1.0217194374142227
18,14.0,0.9586295519013738
19,24.0,1.1105444677303726
