,time,PQN
0,0.0,0.9779808826548373
1,0.25,1.0234409922047687
2,0.5,0.9552564050783483
3,0.75,0.9597691166589366
4,1.0,0.9492116666208004
5,1.5,0.9823221406957436
6,2.0,1.014416635462309
7,3.0,0.994476816466501
8,4.0,0.9656628924819919
9,5.0,0.9688544712140894
10,6.0,0.9916379959905374
11,7.0,0.9834550965230017
12,8.0,1.043996814405726
13,9.0,0.9944986940990396
14,10.0,1.1193837037784058
15,11.0,1.1045120704493714
16,12.0,1.0244230045852747
17,13.0,0.9779838111637431
18,14.0,1.007416247777711
19,24.0,1.0872705385870427
