,time,PQN
0,0.0,0.8426307001108888
1,0.25,0.8839382959879928
2,0.5,1.0847699098757988
3,0.75,0.9826491177792751
4,1.0,0.7812749559213027
5,1.5,1.020924153879986
6,2.0,0.9809462562959401
7,3.0,1.0564149939002094
8,4.0,1.0237215760390916
9,5.0,0.9711906237136376
10,6.0,1.0580324744295808
11,7.0,1.1801948316961535
12,8.0,1.0861019957703792
13,9.0,1.0142873612103909
14,10.0,0.8660598708226201
15,11.0,0.9278313357550362
16,12.0,0.8992898856950311
17,13.0,1.0532415805868798
18,14.0,1.0142594983719273
19,24.0,1.0379910955070133
