,time,PQN
0,0.0,1.064538600860487
1,0.5,0.9823322406174831
2,1.0,1.0587540352378442
3,1.5,0.9405542768294206
4,2.0,1.0371866822941427
5,3.0,1.0310165348053286
6,4.0,0.97106109553521
7,5.0,0.94783649657278
8,6.0,1.0002167526033796
9,7.0,0.9972314800267431
10,8.0,0.9933763447561172
11,9.0,0.9937636213805692
12,10.0,1.0215525311386502
13,11.0,1.0003573481461459
14,12.0,1.013459185824736
15,13.0,1.0042069422809026
16,14.0,0.9542651078872451
17,15.0,0.9525549536378864
18,16.0,1.0012167391002709
19,17.0,1.02953144900996
20,18.0,1.012835044892889
21,19.0,0.9940723944051542
22,24.0,1.0083583110392893
23,25.0,0.9316186537649336
