,time,PQN
0,0.0,1.4105722579478264
1,0.25,1.0292160727876194
2,0.5,0.9658976805894698
3,0.75,1.0565350844694823
4,1.0,0.951928486423524
5,1.5,0.9868419749851398
6,2.0,1.0028935827767413
7,3.0,1.1208919991446642
8,4.0,0.8782776406681857
9,5.0,0.9220829332595409
10,6.0,1.02230486903002
11,7.0,0.9931116890705605
12,8.0,1.0130327733611055
13,9.0,1.0477423139084052
14,10.0,1.0299271604908264
15,11.0,0.9958896236434405
16,12.0,0.946311478281156
17,13.0,0.9888007440523963
18,14.0,1.1105792254350815
19,24.0,0.9165603928258401
