,time,PQN
0,0.0,0.9877179303662348
1,0.25,1.0938503914477824
2,0.5,1.09651531324223
3,0.75,1.0412956386549501
4,1.0,0.9842765123835526
5,1.5,0.8907804926794414
6,2.0,0.9608115732137934
7,3.0,1.0632118969351825
8,4.0,1.0163097340192202
9,5.0,1.0374192406605043
10,6.0,1.033659692493559
11,7.0,0.9619795176832502
12,8.0,1.1074897576944438
13,9.0,0.9844180602824579
14,10.0,0.9970070303718026
15,11.0,0.9822153532069915
16,12.0,0.9269117197851311
17,13.0,0.9307920705872892
18,14.0,0.871629355433712
19,24.0,1.0823375028006952
