,time,PQN
0,0.0,1.0360974843824355
1,0.25,1.1142673739447377
2,0.5,1.0385071823959522
3,0.75,0.9758830489072035
4,1.0,0.9785300882629961
5,1.5,1.0601756060951728
6,2.0,1.0542104509515196
7,3.0,1.0240498630863333
8,4.0,1.0298311620405154
9,5.0,1.0732544296129847
10,6.0,1.0940328146156282
11,7.0,0.890499711327579
12,8.0,1.0236129347180931
13,9.0,0.9544529379928224
14,10.0,0.8739660731034977
15,11.0,0.9296404368830327
16,12.0,1.0078543070553387
17,13.0,0.8067990255203779
18,14.0,0.9290786739766692
19,24.0,1.016574309933016
