,time,PQN
0,0.0,0.9364465014408478
1,0.25,1.0213020649812385
2,0.5,0.9990575873120808
3,0.75,1.0351077300811995
4,1.0,0.9050653257575905
5,1.5,1.0123043131595284
6,2.0,0.955718484857447
7,3.0,1.1904440175281255
8,4.0,0.9725770822513475
9,5.0,1.0115891732012745
10,6.0,0.9932486529265905
11,7.0,1.0566482398497152
12,8.0,1.06763313219392
13,9.0,0.9579480084334376
14,10.0,1.0769607259631198
15,11.0,0.7080904673431666
16,12.0,0.9582654308553484
17,13.0,1.0682680379639962
18,14.0,0.994783543601224
19,24.0,0.9603918538842269
