,time,PQN
0,0.0,1.0034906704244388
1,0.25,0.9380968544682473
2,0.5,0.983026043219555
3,0.75,1.0408515884195575
4,1.0,0.9838983176855317
5,1.5,0.9743002917341727
6,2.0,0.9601280073108096
7,3.0,1.0176362639060026
8,4.0,1.0146039651855547
9,5.0,1.0211119068544465
10,6.0,1.0222314133042485
11,7.0,1.0107813612171315
12,8.0,1.0456569633708837
13,9.0,1.0150825080149097
14,10.0,1.027530984497934
15,11.0,1.0068971912189417
16,12.0,0.9289785694197454
17,13.0,0.9921450054408661
18,14.0,1.0391602395907786
19,24.0,0.9737728749246217
