,time,PQN
0,0.0,1.0079567971938
1,0.25,0.7197612173492404
2,0.5,1.0227745732297238
3,0.75,0.9205278599086814
4,1.0,0.9376208864470953
5,1.5,0.8573434322768658
6,2.0,1.122504695769511
7,3.0,1.0652546435409573
8,4.0,1.151478105163139
9,5.0,1.2624270388376186
10,6.0,0.7517053120506549
11,7.0,1.0239659852528176
12,8.0,1.1629370393129865
13,9.0,0.9945157586634122
14,10.0,1.0517956083336986
15,11.0,1.0081865494440465
16,12.0,1.1612591779410795
17,13.0,0.8986888599340044
18,14.0,1.0023356681922149
19,24.0,0.7381673648091946
